BookName,BookAuthor,BookOriginalPrice,BookDiscountPrice
"ইংরেজীতে শব্দের খেলা (ইংলিশ)","গুলশান কবীর","TK. 250","TK. 213"
"ডাইনোসোরের পৃথিবী","তাসনিন আহমেদ পেনেলোপি","TK. 200","TK. 120"
"বাঞ্ছাকল্পতরু","শেখর দেব","TK. 150","TK. 132"
"গা ছমছম","ইমদাদুল হক মিলন","TK. 150","TK. 132"
"মোবারকের ঈদ","এনামুল করীম ইমাম","TK. 200","TK. 120"
"নীল তরঙ্গ সমুদ্র","ওমর সজীব ","TK. 200","TK. 150"
"জোছনা স্নাত করতোয়া","সুমন রহমান","TK. 230","TK. 196"
"বিষাদ-সিন্ধু","মরহুম মীর মশারফ হোসেন","TK. 400","TK. 340"
"গৃহদাহ","শরৎচন্দ্র চট্টোপাধ্যায়","","TK. 280"
"রাজা গৌড় গোবিন্দ","ড. মুকিদ চৌধুরী","TK. 100","TK. 90"
"বীরাঙ্গনাদের কথা","সুরমা জাহিদ","TK. 500","TK. 425"
"বঙ্গবন্ধু আমাদের ঐতিহ্য আমাদের ভবিষ্যত","আবদুল হালিম","TK. 250","TK. 213"
"একাত্তরে মুজিবনগর","বিবি বিশ্বাস","TK. 225","TK. 191"
"বাংলাদেশে সড়ক ব্যবহারের আইন  বিধিমালা ও নিয়মাবলী","মাহবুব রাহমান","TK. 250","TK. 213"
"বাংলাদেশে সড়ক ব্যবহারের আইন  বিধিমালা ও নিয়মাবলী","মাহবুব রাহমান","TK. 280","TK. 238"
"হেরাচাপ্টির কূলে","ফকির হারুনুর রশীদ","TK. 150","TK. 105"
"বৃষ্টি ঝরে সুরে সুরে","জানে আলম ","TK. 100","TK. 90"
"সংক্ষিপ্ত সন্ধ্যাভাষা","মামুন হুসাইন","TK. 175","TK. 123"
"নজরুলের অভিভাষণ","কাজী নজরুল ইসলাম","TK. 100","TK. 95"
"একাত্তরের যুদ্ধজীবন","মানিক মোহাম্মদ রাজ্জাক","TK. 450","TK. 383"
"একাত্তরে পথে প্রান্তরে","শেখর কুমার সান্যাল","TK. 250","TK. 213"
"ঋতুগদ্য","নাসরীন মুস্তাফা","TK. 100","TK. 90"
"ঈশপের গল্পসমগ্র","মাহফুজুর রহমান","TK. 200","TK. 176"
"আহার বাহার ১ম খণ্ড","রওশন আরা রুশ্নী","TK. 750","TK. 638"
"আমার বঙ্গবন্ধু","স.ম. শামসুল আলম","TK. 250","TK. 213"
"আমাদের জাতীয় বিষয়াবলি","হেলাল উদ্দিন","TK. 200","TK. 176"
"আই অ্যাম গুডডু","সুমন্ত আসলাম","TK. 150","TK. 132"
"অ্যালবার্ট আইনস্টাইন","শেখ সাদী","TK. 100","TK. 90"
"অনেকেই অন্যরকম","পারভেজ আক্তার","TK. 150","TK. 132"
"কণ্ঠস্বর","মো: জাহিদুল ইসলাম","TK. 150","TK. 132"
"মুক্তিযুদ্ধে জাফলং থেকে হাফলং","মুক্তিযোদ্ধা তোফাজ্জল হোসেন","TK. 400","TK. 340"
"স্পর্শে কেমন বিষাদ জাগে","রেদুয়ান রায়হান","TK. 300","TK. 255"
"সাহিত্যজিজ্ঞাসা : সাহিত্যসৃষ্টি ও সাহিত্যবিচার","আবুল কাসেম ফজলুল হক","TK. 950","TK. 808"
"শাহ সোহেল গীতসমগ্র-১","শাহ সোহেল","TK. 650","TK. 553"
"শাহ সোহেল গীতসমগ্র-২","শাহ সোহেল","TK. 700","TK. 595"
"বিউটা স্কোয়াড","রুহুল আমিন","TK. 160","TK. 141"
"সার্থক জনম তোমার হে শিল্পী সুনিপুণ","প্রফেসর জিয়াউল হাসান কিসলু","TK. 840","TK. 714"
"মায়ের কাছে ফিরে যাবো আমি","নবীরুল ইসলাম বুলবুল","TK. 160","TK. 146"
"দুর্গেশনন্দিনী","বঙ্কিমচন্দ্র চট্টোপাধ্যায়","TK. 200","TK. 176"
"বাছাই কবিতা","আমিনুল ইসলাম","TK. 700","TK. 546"
"শতাব্দীর মহান নেতা বঙ্গবন্ধু শেখ মুজিবুর রহমান","স স আলম শা্","TK. 160","TK. 141"
"আমার দেখা ৭১ ও জাতির পিতা শেখ মুজিবুর রহমান","স স আলম শা্","TK. 170","TK. 150"
"মাদকমুক্ত প্রজন্ম","এইচ.এম. জাকির হোসাইন (সম্পাদক)","TK. 200","TK. 176"
"আমার কথা","রীতা হোসেন","TK. 100","TK. 55"
"অশোকানন্দ","ড. মুকিদ চৌধুরী","TK. 200","TK. 156"
"প্রতিশোধের আত্মা","মোশতাক আহমেদ","TK. 200","TK. 156"
"রবীন্দ্রনাথের সঙ্গে রাতে দেখা হয়","আবু করিম","TK. 250","TK. 213"
"গাছের সঙ্গে কথোপকথন","আবু করিম","TK. 250","TK. 213"
"বেদনার বাঁশি","মোঃ দেলোয়ার হোসেন","TK. 200","TK. 176"
"ইচ্ছে ডানায় কর্ম জীবন","এ. এস. এম. ওবায়দুল্লাহ","TK. 340","TK. 289"
"অন্য এক জীবন","এ এইচ এম হাবিবুর রহমান","TK. 130","TK. 114"
"শেষ পরিণতি","প্রফেসর দেওয়ান মোঃ আজিজুল ইসলাম","TK. 100","TK. 63"
"ধরিত্রীশ্রেষ্ঠা শেখ হাসিনা","শিশির আহমেদ","TK. 1,800","TK. 1,530"
"জীবরাঈলের জবানবন্দী","হযরত মাওলানা মোহাম্মদ জুনাগড়ী","TK. 80","TK. 56"
"২১শে আগস্ট গ্রেনেড হামলা মামলার পূর্ণাঙ্গ রায়","মোঃ রাজু হাওলাদার পলাশ","TK. 1,200","TK. 1,020"
"বিজ্ঞান কী বলে?","মশিউর রহমান ","TK. 250","TK. 120"
"বালক বেলার কৌশল","মামুন হুসাইন","TK. 275","TK. 193"
"অবশিষ্টাংশ","মোঃ আবুল কাসেম","TK. 150","TK. 132"
"বিয়ে, হয়লা ও বাঙালির ঐতিহ্য","মোঃ আবুল কাসেম","TK. 150","TK. 132"
"নীল কষ্ট","মোঃ আবুল কাসেম","TK. 150","TK. 132"
"আলো ছায়ার খেলা","মোঃ আবুল কাসেম","TK. 150","TK. 132"
"পঞ্চপর্ণ","ড. নেয়ামত উল্যা ভূঁইয়া","TK. 400","TK. 340"
"প্রভাতের ফেরিওয়ালা","মুহাম্মদ জাকির হোসেন খান","TK. 120","TK. 106"
"আরজ আলী মাতুব্বরের দর্শনে মানবতাবাদ ও বিজ্ঞানচেতনা","অধ্যাপক ফেরদৌসী বেগম","TK. 400","TK. 340"
"শহীদুল জহিরের উপন্যাস বিষয় ও আঙ্গিক ","শায়লা শিরীন মিশু","TK. 325","TK. 276"
"জীবন আমার বোন: মূল্যায়ন ও বিশ্লেষণ","মাহমুদুল হক","TK. 350","TK. 298"
"আবেগের ঘ্রাণ এবং রাধা","শৈলেন্দ্র নাথ বর্মা","TK. 120","TK. 106"
"ঈশ্বরচন্দ্র বিদ্যাসাগর ফিরে দেখা","সুরেশ কুণ্ডু","TK. 150","TK. 132"
"কালস্রোতে জীবন","আবদুল মতিন খান","TK. 480","TK. 408"
"সাক্ষাৎকারের সাক্ষ্যে: দেশ, বিশ্ব","জয়ন্ত নাগ","TK. 250","TK. 213"
"ক্যাম্বোডিয়ার লোককাহিনী","মুরিয়েল পাসকিন ক্যারিসন","TK. 200","TK. 176"
"এই সময়ের কথাসাহিত্য-১","চন্দন আনোয়ার ","TK. 450","TK. 383"
"এই সময়ের কথাসাহিত্য-২","চন্দন আনোয়ার ","TK. 500","TK. 425"
"এঙ্গেলস্ এর এ্যান্টি-ডুরিং (দর্শন)","সরদার ফজলুল করিম","TK. 200","TK. 176"
"আখতারুজ্জামান ইলিয়াস ও তাঁর উপন্যাস","মোহাম্মদ শাকেরউল্লাহ","TK. 340","TK. 289"
"আমার দেশের মাটির গন্ধে","মুস্তাফা মাসুদ","TK. 225","TK. 191"
"প্রতিসমতা","এন এস এম মঈনুল হাসান সজল","TK. 240","TK. 168"
"টেরোরিস্ট","জন আপডাইক","TK. 450","TK. 383"
"শিশু-কিশোর লোকজ খেলাধুলা","হুমায়ূন রহমান","TK. 275","TK. 234"
"কষ্ট তুমি ভালোবাসা","বাসুদেব ঘোষ","TK. 240","TK. 204"
"পূর্ণিমা রাতের অপেক্ষায়","বাসুদেব ঘোষ","TK. 450","TK. 383"
"ছেলেবেলা","রবীন্দ্রনাথ ঠাকুর","TK. 100","TK. 90"
"জলজন্ম","শফিক সেলিম","TK. 140","TK. 123"
"বিহঙ্গ বিহনে","আশরাফ চৌধুরী","TK. 150","TK. 132"
"বাঙালি বাঙলার শিল্প-সংস্কৃতি","মো. শেখ সাদী ভূঁঞা","TK. 550","TK. 468"
